银色的罗马高跟鞋，圆球吊饰耳饰单带，个性十足，有非常抢眼！,2
"来广州两天都没能织围脖,一直都在忙,再加上又感冒了,好痛苦[泪]不过广州给我的感觉灰常好!",2
你们一个寝室的真的舒服啊,2
[爱你]祝福凯爷婷姐新婚快乐[心]，1016我们天津见！[蛋糕],2
当爹的幸福感，呵呵,2
等考完试我会继续爱翰！,2
不过去年扭了脖子带来了好运气，希望这次也是！,2
我希望无论是我们80后，还是70后，都可以一直保持着一份童心，一份简单。,2
哈哈还说身体不舒服！明明就是个人来疯！,2
翻译了一下，也希望能说给云南的同胞听，大家加油！,2
这样的生活已经太美好,2
谢谢你观阅我的微博，互相学习！,2
走阿、走阿！海边烧烤,2
哇…你都穿短袖那…,2
[哈哈]布泉的豆腐很香，完全是黄豆磨出来的。,2
大换血啦，期望广大越办越好[钱],2
那两地址我要是方便早就自己买了,2
卧槽我那么有钱啊,2
米兰拥有热刺所不具备的欧冠淘汰赛经验，以及豪门的气质。,2
我爱死璐璐了~[心],2
小何很亲切，很用心。,2
我觉得喺咯！哈哈,2
也想有一个i货，听歌啊玩游戏。,2
谢老师您忘了俺没读过书小时候以捡柴为生。说说眼泪哗哗地,2
叫上七大姑八大姨的~哈哈,2
我自己玩，你来哇？,2
今天的阳光很好哦！,2
整亲好耐啦，一路无时间看这,2
家在首都啊？,2
我一吃迷你版的奥利奥我就爱上了！,2
呵呵，正宗的铁包金,2
好准哦我就喜欢抱抱,2
这生活一天是无比滋润嘛,2
《妈妈，我要陪你去西藏》，今天终于到了，打算回家读给女儿听~,2
上睫毛甚至每束的量和长度都不一样，效果就会非常生动自然~下睫毛也优秀得令人惊讶，不知成为多少女孩的福音~上睫毛还有好几种，我最喜欢这个，也卖得最好！,2
水平测期间终于有时间把紫妹整套搞好了=-=...,2
不过只好一周后从英国回来时再穿它外场作战啦！[馋嘴],2
最受欢迎新人，二十金曲，新加坡1003点播冠军mylogo三大奖项有木有！！！,2
麻麻泪奔了。,2
很少有人在18年后忘记他的歌；很少有人写一首歌让我们热泪满眶。。,2
不容易，我们也就9点起，呵呵~,2
还有更大的,2
确实比以前都强大。,2
其实我也不知道是哪里哈..,2
搞了半小时，终于上传成功e-poster了。,2
那买可多可爱多我吃!,2
，他真的挺帅的。,2
雍和宫现任堪布嘉木扬·图布丹活佛一代宗师;86岁了是一位和蔼的老人，谢谢您的祝福!,2
我比夫人晚到家，回家后，夫人说小舅子的案子剩余的4万余元交通事故赔款已到帐，至此，小舅子的案子彻底结束了，我心里也踏实了。,2
安全第一啊！,2
桃李满天下真好，嘿嘿,2
蛋蛋的！感谢她吧！,2
还没下呢呵呵憋着呢。,2
大家速度去啊！,2
好愚笨哦！,2
谢谢你一直这么照顾我。。,2
哈，兔子，你申请了没？,2
睡觉了，睡前最后给各位童鞋娱乐一下，这张gif该有喜感了，反正我是笑喷了。。。。,2
好型、好大、好劲、好tec的风神h30cross即将光芒登场！,2
恩哈哈是啊至少还能用手机上,2
目前在和宿舍同学打斗地主，如果赌钱的话估计三天有人请吃饭了！,2
在本周的给力老百姓中，有一群来自巴尔虎合唱团的孩子，他们除了带来动人的歌舞外，其中一个最年幼的小朋友还与张翰在现场进行了摔跤比赛，小小摔跤手人小技术可不赖，张翰很快就被其撂倒，而张翰作为演技一流的花样美男，就连最后摔倒在地的动作都帅气十足。,2
哼哼，偶吧们看得好嗨皮，给几包瓜子都可以嗑起来了。,2
让一切都早点过去,2
特别是那些对老袁滴祝福~,2
开得可好了，有空拉你兜风！,2
回复@说爱无罪:哈哈，从08年开始知道博客写博客都这样。,2
本片预计于明年上映，希望大家多多支持啊！[嘻嘻][鼓掌],2
[大笑][大笑]当初的分析贴啊，想起来就jq多多,2
今天的中国足球，让人开心痛快得意洋洋。,2
给哥三留下一个美好的回忆吧^^,2
翔帅的一头干净利落的短发压根没认出来真的好帅成熟了不少,2
在世界六五来临时，为这样的企业加油，他们关注环保，免费为市民发放环保购物袋！,2
你们理解不了我的高尚的乐趣，哈哈哈,2
明天啊，怎么啊，想我啦,2
想吐！告诉你，臭货又被盗号了哈哈,2
正！[good][good][good],2
一千零一个阿.哈哈,2
虽然作为一个大男生我不太习惯庆生，但还是要感谢所有记得我生日的朋友们~谢谢你们！,2
中台寺非常非常震撼，语言难以形容。,2
谢谢鼓励！,2
笑死我了，哈哈，同桌说她快吓死了。,2
原来是这样啊！我懂了！谢谢表哥！,2
就算与麦当娜撞衫，我们依然有兴趣聆听她的声音,2
昨晚看了这部影片《少数幸运儿》，一夜未眠，何等解放的人生啊。,2
这个月什么时候聚会啊，再不聚会都不认识你们了,2
出去玩一整天，ok！,2
你记得明天准时参加哈！,2
